07/12/2024 10:47:15 - INFO - logger - Starting training
07/12/2024 10:47:29 - INFO - logger - iteration 1 : offline_loss:0.00 online_loss:6622.47 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:0.01 loss:6622.47 n_loss:0.00 tb_loss:6622.47 batch_entropy:44.90 traj_lens:14.69 grad_norm:1280.85 grad_norm_clip:80.22 sampled_reward_avg:0.00 train_time:4.59 time_spent:13.52
07/12/2024 10:47:42 - INFO - logger - iteration 2 : offline_loss:0.00 online_loss:6905.54 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.03 loss:6905.54 n_loss:0.00 tb_loss:6905.54 batch_entropy:47.41 traj_lens:15.48 grad_norm:3322.38 grad_norm_clip:87.16 sampled_reward_avg:0.00 train_time:4.73 time_spent:13.32
07/12/2024 10:47:55 - INFO - logger - iteration 3 : offline_loss:0.00 online_loss:5990.97 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.07 loss:5990.97 n_loss:0.00 tb_loss:5990.97 batch_entropy:50.26 traj_lens:15.89 grad_norm:4861.61 grad_norm_clip:89.20 sampled_reward_avg:0.00 train_time:4.61 time_spent:12.56
07/12/2024 10:48:07 - INFO - logger - iteration 4 : offline_loss:0.00 online_loss:5750.53 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.11 loss:5750.53 n_loss:0.00 tb_loss:5750.53 batch_entropy:47.66 traj_lens:15.06 grad_norm:5667.61 grad_norm_clip:90.19 sampled_reward_avg:0.00 train_time:4.47 time_spent:12.31
07/12/2024 10:48:19 - INFO - logger - iteration 5 : offline_loss:0.00 online_loss:5434.68 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.14 loss:5434.68 n_loss:0.00 tb_loss:5434.68 batch_entropy:53.07 traj_lens:15.75 grad_norm:7688.52 grad_norm_clip:89.93 sampled_reward_avg:0.00 train_time:4.38 time_spent:12.47
07/12/2024 10:48:32 - INFO - logger - iteration 6 : offline_loss:0.00 online_loss:5252.65 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.18 loss:5252.65 n_loss:0.00 tb_loss:5252.65 batch_entropy:57.35 traj_lens:16.56 grad_norm:8045.07 grad_norm_clip:89.87 sampled_reward_avg:0.00 train_time:4.79 time_spent:12.75
07/12/2024 10:48:44 - INFO - logger - iteration 7 : offline_loss:0.00 online_loss:5587.10 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.22 loss:5587.10 n_loss:0.00 tb_loss:5587.10 batch_entropy:53.68 traj_lens:15.03 grad_norm:7457.20 grad_norm_clip:90.10 sampled_reward_avg:0.00 train_time:4.39 time_spent:11.71
07/12/2024 10:48:57 - INFO - logger - iteration 8 : offline_loss:0.00 online_loss:5103.62 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.26 loss:5103.62 n_loss:0.00 tb_loss:5103.62 batch_entropy:55.05 traj_lens:15.05 grad_norm:9166.47 grad_norm_clip:89.66 sampled_reward_avg:0.00 train_time:4.75 time_spent:12.78
07/12/2024 10:49:09 - INFO - logger - iteration 9 : offline_loss:0.00 online_loss:4463.66 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.30 loss:4463.66 n_loss:0.00 tb_loss:4463.66 batch_entropy:58.86 traj_lens:16.80 grad_norm:10329.53 grad_norm_clip:90.01 sampled_reward_avg:0.00 train_time:5.08 time_spent:12.97
07/12/2024 10:49:21 - INFO - logger - iteration 10 : offline_loss:0.00 online_loss:5209.63 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.33 loss:5209.63 n_loss:0.00 tb_loss:5209.63 batch_entropy:52.97 traj_lens:15.69 grad_norm:10848.71 grad_norm_clip:89.36 sampled_reward_avg:0.00 train_time:4.45 time_spent:11.54
07/12/2024 10:49:33 - INFO - logger - iteration 11 : offline_loss:0.00 online_loss:4916.62 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.37 loss:4916.62 n_loss:0.00 tb_loss:4916.62 batch_entropy:53.43 traj_lens:16.52 grad_norm:11612.26 grad_norm_clip:89.75 sampled_reward_avg:0.00 train_time:4.75 time_spent:11.63
07/12/2024 10:49:44 - INFO - logger - iteration 12 : offline_loss:0.00 online_loss:5393.53 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.40 loss:5393.53 n_loss:0.00 tb_loss:5393.53 batch_entropy:49.14 traj_lens:15.58 grad_norm:10652.00 grad_norm_clip:89.25 sampled_reward_avg:0.00 train_time:4.50 time_spent:11.40
07/12/2024 10:49:56 - INFO - logger - iteration 13 : offline_loss:0.00 online_loss:5093.89 reward_loss:0.00 invalid_trajectories:0.00 invalid_logprob:0.00 invalid_losses:0.00 backward_vs_unif:0.00 logZ:-0.44 loss:5093.89 n_loss:0.00 tb_loss:5093.89 batch_entropy:49.40 traj_lens:16.66 grad_norm:12075.53 grad_norm_clip:89.92 sampled_reward_avg:0.00 train_time:4.85 time_spent:11.85
